A,AB,B,O,dept_code,dept_name,pdept_code,trans_dt,dow,day,month,year,week,hol_dur,hol_lower,hol_upper,TOTAL
2.0,7.0,17.0,4.0,4103,tbd,4103,2014-06-22,6,22,6,2014,25,,,,30.0
0.0,0.0,8.0,12.0,4103,tbd,4103,2014-06-23,0,23,6,2014,26,,,,20.0
21.0,0.0,10.0,8.0,4103,tbd,4103,2014-06-24,1,24,6,2014,26,,,,39.0
6.0,0.0,10.0,2.0,4103,tbd,4103,2014-06-25,2,25,6,2014,26,,,,18.0
2.0,2.0,11.0,6.0,4103,tbd,4103,2014-06-26,3,26,6,2014,26,,,,21.0
6.0,0.0,10.0,2.0,4103,tbd,4103,2014-06-27,4,27,6,2014,26,,,,18.0
6.0,0.0,4.0,8.0,4103,tbd,4103,2014-06-28,5,28,6,2014,26,,,,18.0
16.5,0.0,4.0,2.0,4103,tbd,4103,2014-06-29,6,29,6,2014,26,,,,22.5
4.0,4.0,4.0,9.0,4103,tbd,4103,2014-06-30,0,30,6,2014,27,,,,21.0
10.0,0.0,4.0,4.0,4103,tbd,4103,2014-07-01,1,1,7,2014,27,,,,18.0
2.0,0.0,4.0,4.0,4103,tbd,4103,2014-07-02,2,2,7,2014,27,,,,10.0
6.0,4.0,5.0,0.0,4103,tbd,4103,2014-07-03,3,3,7,2014,27,,,,15.0
2.0,4.0,10.0,4.0,4103,tbd,4103,2014-07-04,4,4,7,2014,27,,,,20.0
2.0,0.0,18.0,4.0,4103,tbd,4103,2014-07-05,5,5,7,2014,27,,,,24.0
6.0,3.0,6.0,4.0,4103,tbd,4103,2014-07-06,6,6,7,2014,27,,,,19.0
10.0,0.0,7.0,2.0,4103,tbd,4103,2014-07-07,0,7,7,2014,28,,,,19.0
0.0,0.0,0.0,6.0,4103,tbd,4103,2014-07-08,1,8,7,2014,28,,,,6.0
16.0,0.0,13.5,8.0,4103,tbd,4103,2014-07-09,2,9,7,2014,28,,,,37.5
2.0,6.0,7.5,2.0,4103,tbd,4103,2014-07-10,3,10,7,2014,28,,,,17.5
2.0,0.0,2.0,4.0,4103,tbd,4103,2014-07-11,4,11,7,2014,28,,,,8.0
2.0,5.5,6.0,8.0,4103,tbd,4103,2014-07-12,5,12,7,2014,28,,,,21.5
9.5,4.0,4.0,10.0,4103,tbd,4103,2014-07-13,6,13,7,2014,28,,,,27.5
4.0,8.0,6.0,7.0,4103,tbd,4103,2014-07-14,0,14,7,2014,29,,,,25.0
0.0,2.0,3.0,12.0,4103,tbd,4103,2014-07-15,1,15,7,2014,29,,,,17.0
4.0,5.0,7.0,4.0,4103,tbd,4103,2014-07-16,2,16,7,2014,29,,,,20.0
0.0,10.0,3.0,12.0,4103,tbd,4103,2014-07-17,3,17,7,2014,29,,,,25.0
0.0,8.0,2.0,16.0,4103,tbd,4103,2014-07-18,4,18,7,2014,29,,,,26.0
2.0,2.0,4.0,10.0,4103,tbd,4103,2014-07-19,5,19,7,2014,29,,,,18.0
0.0,4.0,0.0,8.0,4103,tbd,4103,2014-07-20,6,20,7,2014,29,,,,12.0
7.5,6.0,10.0,4.0,4103,tbd,4103,2014-07-21,0,21,7,2014,30,,,,27.5
4.0,6.0,4.0,6.0,4103,tbd,4103,2014-07-22,1,22,7,2014,30,,,,20.0
2.0,3.0,6.0,2.0,4103,tbd,4103,2014-07-23,2,23,7,2014,30,,,,13.0
1.5,6.0,7.5,4.0,4103,tbd,4103,2014-07-24,3,24,7,2014,30,,,,19.0
2.0,0.0,4.0,2.0,4103,tbd,4103,2014-07-25,4,25,7,2014,30,,,,8.0
0.0,0.0,12.0,0.0,4103,tbd,4103,2014-07-27,6,27,7,2014,30,,,,12.0
2.0,4.0,4.0,6.0,4103,tbd,4103,2014-07-28,0,28,7,2014,31,,,,16.0
9.0,4.0,2.0,2.0,4103,tbd,4103,2014-07-29,1,29,7,2014,31,,,,17.0
6.0,6.0,4.0,2.0,4103,tbd,4103,2014-07-30,2,30,7,2014,31,,,,18.0
2.0,4.0,8.0,2.0,4103,tbd,4103,2014-07-31,3,31,7,2014,31,,,,16.0
0.0,2.0,10.0,2.0,4103,tbd,4103,2014-08-01,4,1,8,2014,31,,,,14.0
2.0,2.0,7.5,2.0,4103,tbd,4103,2014-08-02,5,2,8,2014,31,,,,13.5
3.0,2.0,4.0,2.0,4103,tbd,4103,2014-08-03,6,3,8,2014,31,,,,11.0
2.0,4.0,2.0,2.0,4103,tbd,4103,2014-08-04,0,4,8,2014,32,,,,10.0
6.0,0.0,0.0,2.0,4103,tbd,4103,2014-08-05,1,5,8,2014,32,,,,8.0
6.0,4.0,2.0,4.0,4103,tbd,4103,2014-08-06,2,6,8,2014,32,,,,16.0
6.0,2.0,0.0,2.0,4103,tbd,4103,2014-08-07,3,7,8,2014,32,,,,10.0
2.0,0.0,2.0,2.0,4103,tbd,4103,2014-08-08,4,8,8,2014,32,,,,6.0
7.0,3.0,6.0,2.0,4103,tbd,4103,2014-08-09,5,9,8,2014,32,,,,18.0
6.0,3.5,2.0,2.0,4103,tbd,4103,2014-08-10,6,10,8,2014,32,,,,13.5
5.0,2.0,5.5,0.0,4103,tbd,4103,2014-08-11,0,11,8,2014,33,,,,12.5
0.0,2.0,6.0,2.0,4103,tbd,4103,2014-08-12,1,12,8,2014,33,,,,10.0
10.0,4.0,4.0,2.0,4103,tbd,4103,2014-08-13,2,13,8,2014,33,,,,20.0
4.0,4.0,4.0,2.0,4103,tbd,4103,2014-08-14,3,14,8,2014,33,,,,14.0
0.0,0.0,4.0,8.0,4103,tbd,4103,2014-08-15,4,15,8,2014,33,,,,12.0
2.0,0.0,0.0,2.0,4103,tbd,4103,2014-08-16,5,16,8,2014,33,,,,4.0
0.0,0.0,14.0,10.0,4103,tbd,4103,2014-08-17,6,17,8,2014,33,,,,24.0
4.0,0.0,14.0,3.0,4103,tbd,4103,2014-08-18,0,18,8,2014,34,,,,21.0
4.0,6.0,6.5,6.0,4103,tbd,4103,2014-08-19,1,19,8,2014,34,,,,22.5
0.0,9.0,0.0,4.0,4103,tbd,4103,2014-08-20,2,20,8,2014,34,,,,13.0
7.5,1.5,2.0,2.0,4103,tbd,4103,2014-08-21,3,21,8,2014,34,,,,13.0
2.0,2.0,5.0,4.0,4103,tbd,4103,2014-08-22,4,22,8,2014,34,,,,13.0
2.0,2.0,0.0,12.5,4103,tbd,4103,2014-08-23,5,23,8,2014,34,,,,16.5
4.0,0.0,0.0,10.0,4103,tbd,4103,2014-08-24,6,24,8,2014,34,,,,14.0
8.0,0.0,12.0,7.0,4103,tbd,4103,2014-08-25,0,25,8,2014,35,,,,27.0
6.0,3.0,10.0,14.0,4103,tbd,4103,2014-08-26,1,26,8,2014,35,,,,33.0
0.0,5.5,5.0,4.0,4103,tbd,4103,2014-08-27,2,27,8,2014,35,,,,14.5
0.0,4.0,0.0,0.0,4103,tbd,4103,2014-08-28,3,28,8,2014,35,,,,4.0
4.0,0.0,0.0,4.0,4103,tbd,4103,2014-08-29,4,29,8,2014,35,,,,8.0
6.0,0.0,10.0,0.0,4103,tbd,4103,2014-08-30,5,30,8,2014,35,,,,16.0
2.0,0.0,6.0,4.0,4103,tbd,4103,2014-08-31,6,31,8,2014,35,,,,12.0
0.0,0.0,6.0,0.0,4103,tbd,4103,2014-09-01,0,1,9,2014,36,,,,6.0
4.0,4.0,4.0,10.0,4103,tbd,4103,2014-09-02,1,2,9,2014,36,,,,22.0
19.0,4.0,4.0,4.0,4103,tbd,4103,2014-09-03,2,3,9,2014,36,,,,31.0
2.0,0.0,2.0,0.0,4103,tbd,4103,2014-09-04,3,4,9,2014,36,,,,4.0
10.0,0.0,0.0,8.0,4103,tbd,4103,2014-09-05,4,5,9,2014,36,,,,18.0
2.0,3.0,4.0,0.0,4103,tbd,4103,2014-09-06,5,6,9,2014,36,3.0,-1.0,1.0,9.0
2.0,0.0,18.0,10.0,4103,tbd,4103,2014-09-07,6,7,9,2014,36,3.0,-1.0,1.0,30.0
1.5,4.0,5.5,0.0,4103,tbd,4103,2014-09-08,0,8,9,2014,37,3.0,-1.0,1.0,11.0
10.0,0.0,1.5,2.0,4103,tbd,4103,2014-09-09,1,9,9,2014,37,,,,13.5
0.0,10.0,12.5,5.0,4103,tbd,4103,2014-09-10,2,10,9,2014,37,,,,27.5
6.0,2.0,18.0,2.0,4103,tbd,4103,2014-09-11,3,11,9,2014,37,,,,28.0
8.0,6.0,7.0,2.0,4103,tbd,4103,2014-09-12,4,12,9,2014,37,,,,23.0
2.0,0.0,11.5,2.0,4103,tbd,4103,2014-09-13,5,13,9,2014,37,,,,15.5
0.0,8.0,2.0,12.0,4103,tbd,4103,2014-09-14,6,14,9,2014,37,,,,22.0
4.0,4.0,4.0,2.0,4103,tbd,4103,2014-09-15,0,15,9,2014,38,,,,14.0
6.0,0.0,6.0,8.0,4103,tbd,4103,2014-09-16,1,16,9,2014,38,,,,20.0
4.0,0.0,6.0,0.0,4103,tbd,4103,2014-09-17,2,17,9,2014,38,,,,10.0
15.5,0.0,6.0,6.0,4103,tbd,4103,2014-09-18,3,18,9,2014,38,,,,27.5
1.5,6.0,8.0,6.0,4103,tbd,4103,2014-09-19,4,19,9,2014,38,,,,21.5
4.0,0.0,10.0,0.0,4103,tbd,4103,2014-09-20,5,20,9,2014,38,,,,14.0
12.0,4.0,22.0,4.0,4103,tbd,4103,2014-09-21,6,21,9,2014,38,,,,42.0
9.0,0.0,0.0,6.0,4103,tbd,4103,2014-09-22,0,22,9,2014,39,,,,15.0
3.0,0.0,0.0,8.0,4103,tbd,4103,2014-09-23,1,23,9,2014,39,,,,11.0
13.0,8.0,4.0,4.0,4103,tbd,4103,2014-09-24,2,24,9,2014,39,,,,29.0
6.0,2.0,8.0,10.0,4103,tbd,4103,2014-09-25,3,25,9,2014,39,,,,26.0
4.0,0.0,8.0,10.0,4103,tbd,4103,2014-09-26,4,26,9,2014,39,,,,22.0
0.0,0.0,16.5,2.0,4103,tbd,4103,2014-09-27,5,27,9,2014,39,,,,18.5
12.0,0.0,4.0,4.0,4103,tbd,4103,2014-09-28,6,28,9,2014,39,,,,20.0
0.0,0.0,2.0,0.0,4103,tbd,4103,2014-09-29,0,29,9,2014,40,,,,2.0
0.0,4.5,6.0,2.0,4103,tbd,4103,2014-09-30,1,30,9,2014,40,,,,12.5
4.0,1.5,8.0,2.0,4103,tbd,4103,2014-10-01,2,1,10,2014,40,7.0,-2.0,2.0,15.5
15.0,1.5,6.0,4.5,4103,tbd,4103,2014-10-02,3,2,10,2014,40,7.0,-2.0,2.0,27.0
8.0,3.5,12.0,0.0,4103,tbd,4103,2014-10-03,4,3,10,2014,40,7.0,-2.0,2.0,23.5
4.0,0.0,0.0,4.0,4103,tbd,4103,2014-10-04,5,4,10,2014,40,7.0,-2.0,2.0,8.0
0.0,6.0,0.0,0.0,4103,tbd,4103,2014-10-05,6,5,10,2014,40,7.0,-2.0,2.0,6.0
8.0,1.5,0.0,4.0,4103,tbd,4103,2014-10-06,0,6,10,2014,41,7.0,-2.0,2.0,13.5
0.0,8.0,0.0,5.0,4103,tbd,4103,2014-10-07,1,7,10,2014,41,7.0,-2.0,2.0,13.0
0.0,2.0,1.5,0.0,4103,tbd,4103,2014-10-08,2,8,10,2014,41,,,,3.5
6.0,2.0,14.0,2.0,4103,tbd,4103,2014-10-09,3,9,10,2014,41,,,,24.0
0.0,2.0,10.0,8.0,4103,tbd,4103,2014-10-10,4,10,10,2014,41,,,,20.0
2.0,2.0,0.0,4.0,4103,tbd,4103,2014-10-11,5,11,10,2014,41,,,,8.0
14.0,0.0,8.0,6.0,4103,tbd,4103,2014-10-12,6,12,10,2014,41,,,,28.0
14.0,0.0,2.0,6.0,4103,tbd,4103,2014-10-13,0,13,10,2014,42,,,,22.0
4.0,7.0,4.0,9.5,4103,tbd,4103,2014-10-14,1,14,10,2014,42,,,,24.5
0.0,0.0,0.0,4.0,4103,tbd,4103,2014-10-15,2,15,10,2014,42,,,,4.0
14.0,4.0,2.0,4.0,4103,tbd,4103,2014-10-16,3,16,10,2014,42,,,,24.0
4.0,8.0,4.0,2.0,4103,tbd,4103,2014-10-17,4,17,10,2014,42,,,,18.0
2.0,8.0,4.0,4.0,4103,tbd,4103,2014-10-18,5,18,10,2014,42,,,,18.0
8.0,6.0,4.0,4.0,4103,tbd,4103,2014-10-19,6,19,10,2014,42,,,,22.0
6.0,0.0,0.0,10.0,4103,tbd,4103,2014-10-20,0,20,10,2014,43,,,,16.0
0.0,6.0,4.0,0.0,4103,tbd,4103,2014-10-21,1,21,10,2014,43,,,,10.0
4.0,4.0,0.0,6.0,4103,tbd,4103,2014-10-22,2,22,10,2014,43,,,,14.0
0.0,0.0,6.0,11.0,4103,tbd,4103,2014-10-23,3,23,10,2014,43,,,,17.0
2.0,2.0,0.0,0.0,4103,tbd,4103,2014-10-24,4,24,10,2014,43,,,,4.0
0.0,0.0,2.0,0.0,4103,tbd,4103,2014-10-25,5,25,10,2014,43,,,,2.0
0.0,0.0,0.0,2.0,4103,tbd,4103,2014-10-26,6,26,10,2014,43,,,,2.0
2.0,3.0,2.0,2.0,4103,tbd,4103,2014-10-27,0,27,10,2014,44,,,,9.0
6.0,0.0,2.0,0.0,4103,tbd,4103,2014-10-28,1,28,10,2014,44,,,,8.0
12.0,2.0,3.0,2.0,4103,tbd,4103,2014-10-29,2,29,10,2014,44,,,,19.0
0.0,0.0,6.0,11.0,4103,tbd,4103,2014-10-30,3,30,10,2014,44,,,,17.0
0.0,0.0,2.0,2.0,4103,tbd,4103,2014-10-31,4,31,10,2014,44,,,,4.0
0.0,4.0,4.0,7.5,4103,tbd,4103,2014-11-01,5,1,11,2014,44,,,,15.5
7.5,0.0,2.0,2.0,4103,tbd,4103,2014-11-02,6,2,11,2014,44,,,,11.5
10.0,0.0,4.0,4.0,4103,tbd,4103,2014-11-03,0,3,11,2014,45,,,,18.0
10.0,5.0,8.0,8.0,4103,tbd,4103,2014-11-04,1,4,11,2014,45,,,,31.0
0.0,2.0,6.0,4.0,4103,tbd,4103,2014-11-05,2,5,11,2014,45,,,,12.0
6.0,0.0,10.0,2.0,4103,tbd,4103,2014-11-06,3,6,11,2014,45,,,,18.0
8.0,4.0,10.0,6.0,4103,tbd,4103,2014-11-07,4,7,11,2014,45,,,,28.0
1.5,0.0,8.0,8.0,4103,tbd,4103,2014-11-08,5,8,11,2014,45,,,,17.5
5.0,0.0,4.0,0.0,4103,tbd,4103,2014-11-09,6,9,11,2014,45,,,,9.0
2.0,0.0,16.0,0.0,4103,tbd,4103,2014-11-10,0,10,11,2014,46,,,,18.0
0.0,17.0,2.0,6.0,4103,tbd,4103,2014-11-11,1,11,11,2014,46,,,,25.0
0.0,0.0,6.0,8.0,4103,tbd,4103,2014-11-12,2,12,11,2014,46,,,,14.0
8.0,3.0,8.0,0.0,4103,tbd,4103,2014-11-13,3,13,11,2014,46,,,,19.0
2.0,6.0,0.0,2.0,4103,tbd,4103,2014-11-14,4,14,11,2014,46,,,,10.0
0.0,7.0,4.0,6.0,4103,tbd,4103,2014-11-15,5,15,11,2014,46,,,,17.0
4.0,4.0,0.0,4.0,4103,tbd,4103,2014-11-16,6,16,11,2014,46,,,,12.0
6.0,0.0,0.0,10.0,4103,tbd,4103,2014-11-17,0,17,11,2014,47,,,,16.0
2.0,0.0,0.0,0.0,4103,tbd,4103,2014-11-18,1,18,11,2014,47,,,,2.0
8.0,4.0,7.0,2.0,4103,tbd,4103,2014-11-19,2,19,11,2014,47,,,,21.0
0.0,2.0,8.0,7.0,4103,tbd,4103,2014-11-20,3,20,11,2014,47,,,,17.0
6.0,4.0,3.5,2.0,4103,tbd,4103,2014-11-21,4,21,11,2014,47,,,,15.5
1.5,0.0,24.0,0.0,4103,tbd,4103,2014-11-22,5,22,11,2014,47,,,,25.5
5.5,6.0,10.0,0.0,4103,tbd,4103,2014-11-23,6,23,11,2014,47,,,,21.5
2.0,0.0,6.0,0.0,4103,tbd,4103,2014-11-24,0,24,11,2014,48,,,,8.0
4.0,6.0,6.0,10.0,4103,tbd,4103,2014-11-25,1,25,11,2014,48,,,,26.0
7.0,10.0,2.0,2.0,4103,tbd,4103,2014-11-26,2,26,11,2014,48,,,,21.0
6.0,0.0,9.0,2.0,4103,tbd,4103,2014-11-27,3,27,11,2014,48,,,,17.0
4.0,2.0,0.0,2.0,4103,tbd,4103,2014-11-28,4,28,11,2014,48,,,,8.0
0.0,0.0,0.0,4.0,4103,tbd,4103,2014-11-29,5,29,11,2014,48,,,,4.0
2.0,0.0,8.0,0.0,4103,tbd,4103,2014-11-30,6,30,11,2014,48,,,,10.0
4.0,2.0,2.0,4.0,4103,tbd,4103,2014-12-01,0,1,12,2014,49,,,,12.0
12.0,0.0,2.0,4.0,4103,tbd,4103,2014-12-02,1,2,12,2014,49,,,,18.0
6.0,8.0,8.0,4.0,4103,tbd,4103,2014-12-03,2,3,12,2014,49,,,,26.0
0.0,2.0,4.0,4.0,4103,tbd,4103,2014-12-04,3,4,12,2014,49,,,,10.0
4.0,13.0,13.5,0.0,4103,tbd,4103,2014-12-05,4,5,12,2014,49,,,,30.5
12.0,0.0,13.5,12.0,4103,tbd,4103,2014-12-06,5,6,12,2014,49,,,,37.5
0.0,0.0,5.5,0.0,4103,tbd,4103,2014-12-07,6,7,12,2014,49,,,,5.5
6.0,2.0,2.0,10.0,4103,tbd,4103,2014-12-08,0,8,12,2014,50,,,,20.0
4.0,4.0,0.0,2.0,4103,tbd,4103,2014-12-09,1,9,12,2014,50,,,,10.0
10.0,0.0,2.0,4.0,4103,tbd,4103,2014-12-10,2,10,12,2014,50,,,,16.0
22.0,0.0,2.0,5.5,4103,tbd,4103,2014-12-11,3,11,12,2014,50,,,,29.5
21.5,8.0,0.0,4.0,4103,tbd,4103,2014-12-12,4,12,12,2014,50,,,,33.5
8.0,2.0,0.0,18.0,4103,tbd,4103,2014-12-13,5,13,12,2014,50,,,,28.0
2.0,0.0,4.0,3.0,4103,tbd,4103,2014-12-14,6,14,12,2014,50,,,,9.0
4.0,0.0,10.0,11.0,4103,tbd,4103,2014-12-15,0,15,12,2014,51,,,,25.0
10.0,2.0,6.0,4.0,4103,tbd,4103,2014-12-16,1,16,12,2014,51,,,,22.0
4.0,0.0,0.0,4.0,4103,tbd,4103,2014-12-17,2,17,12,2014,51,,,,8.0
0.0,0.0,4.0,0.0,4103,tbd,4103,2014-12-18,3,18,12,2014,51,,,,4.0
4.0,0.0,8.0,10.0,4103,tbd,4103,2014-12-19,4,19,12,2014,51,,,,22.0
4.0,3.0,10.0,0.0,4103,tbd,4103,2014-12-20,5,20,12,2014,51,,,,17.0
4.0,0.0,9.5,4.0,4103,tbd,4103,2014-12-21,6,21,12,2014,51,,,,17.5
0.0,0.0,4.0,2.0,4103,tbd,4103,2014-12-22,0,22,12,2014,52,,,,6.0
7.0,0.0,2.0,6.0,4103,tbd,4103,2014-12-23,1,23,12,2014,52,,,,15.0
2.0,8.0,0.0,19.0,4103,tbd,4103,2014-12-24,2,24,12,2014,52,,,,29.0
4.0,0.0,0.0,0.0,4103,tbd,4103,2014-12-25,3,25,12,2014,52,,,,4.0
0.0,6.0,6.0,10.0,4103,tbd,4103,2014-12-26,4,26,12,2014,52,,,,22.0
2.0,0.0,12.0,2.0,4103,tbd,4103,2014-12-27,5,27,12,2014,52,,,,16.0
0.0,0.0,2.0,8.0,4103,tbd,4103,2014-12-28,6,28,12,2014,52,,,,10.0
4.0,2.0,2.0,11.5,4103,tbd,4103,2014-12-29,0,29,12,2014,1,,,,19.5
6.0,0.0,4.0,3.0,4103,tbd,4103,2014-12-30,1,30,12,2014,1,,,,13.0
2.0,0.0,0.0,4.0,4103,tbd,4103,2014-12-31,2,31,12,2014,1,,,,6.0
4.0,0.0,0.0,2.0,4103,tbd,4103,2015-01-01,3,1,1,2015,1,3.0,-1.0,1.0,6.0
5.0,0.0,2.0,6.0,4103,tbd,4103,2015-01-02,4,2,1,2015,1,3.0,-1.0,1.0,13.0
0.0,2.0,2.0,6.0,4103,tbd,4103,2015-01-03,5,3,1,2015,1,3.0,-1.0,1.0,10.0
0.0,2.0,0.0,8.0,4103,tbd,4103,2015-01-04,6,4,1,2015,1,,,,10.0
0.0,0.0,3.5,8.0,4103,tbd,4103,2015-01-05,0,5,1,2015,2,,,,11.5
2.0,0.0,5.5,12.0,4103,tbd,4103,2015-01-06,1,6,1,2015,2,,,,19.5
5.0,2.0,2.0,17.0,4103,tbd,4103,2015-01-07,2,7,1,2015,2,,,,26.0
11.0,6.0,8.0,12.0,4103,tbd,4103,2015-01-08,3,8,1,2015,2,,,,37.0
2.0,3.5,6.0,8.0,4103,tbd,4103,2015-01-09,4,9,1,2015,2,,,,19.5
8.0,2.0,8.0,6.0,4103,tbd,4103,2015-01-10,5,10,1,2015,2,,,,24.0
4.0,0.0,8.0,4.0,4103,tbd,4103,2015-01-11,6,11,1,2015,2,,,,16.0
4.0,0.0,2.0,2.0,4103,tbd,4103,2015-01-12,0,12,1,2015,3,,,,8.0
0.0,0.0,2.0,2.0,4103,tbd,4103,2015-01-13,1,13,1,2015,3,,,,4.0
8.0,0.0,0.0,3.5,4103,tbd,4103,2015-01-14,2,14,1,2015,3,,,,11.5
0.0,0.0,2.0,7.0,4103,tbd,4103,2015-01-15,3,15,1,2015,3,,,,9.0
5.5,11.0,6.0,6.0,4103,tbd,4103,2015-01-16,4,16,1,2015,3,,,,28.5
5.0,0.0,8.0,4.0,4103,tbd,4103,2015-01-17,5,17,1,2015,3,,,,17.0
10.0,0.0,4.0,1.0,4103,tbd,4103,2015-01-18,6,18,1,2015,3,,,,15.0
5.5,2.0,4.0,0.0,4103,tbd,4103,2015-01-19,0,19,1,2015,4,,,,11.5
2.0,2.0,0.0,0.0,4103,tbd,4103,2015-01-21,2,21,1,2015,4,,,,4.0
2.0,0.0,0.0,5.0,4103,tbd,4103,2015-01-22,3,22,1,2015,4,,,,7.0
7.0,0.0,7.0,0.0,4103,tbd,4103,2015-01-23,4,23,1,2015,4,,,,14.0
4.0,0.0,0.0,2.0,4103,tbd,4103,2015-01-24,5,24,1,2015,4,,,,6.0
4.0,4.0,0.0,0.0,4103,tbd,4103,2015-01-25,6,25,1,2015,4,,,,8.0
0.0,0.0,3.0,0.0,4103,tbd,4103,2015-01-26,0,26,1,2015,5,,,,3.0
4.0,2.0,8.0,0.0,4103,tbd,4103,2015-01-27,1,27,1,2015,5,,,,14.0
0.0,6.0,0.0,2.0,4103,tbd,4103,2015-01-29,3,29,1,2015,5,,,,8.0
2.0,0.0,2.0,6.0,4103,tbd,4103,2015-01-30,4,30,1,2015,5,,,,10.0
4.0,0.0,11.5,0.0,4103,tbd,4103,2015-01-31,5,31,1,2015,5,,,,15.5
8.0,0.0,1.5,0.0,4103,tbd,4103,2015-02-01,6,1,2,2015,5,,,,9.5
2.0,0.0,8.0,0.0,4103,tbd,4103,2015-02-02,0,2,2,2015,6,,,,10.0
8.0,2.0,8.0,0.0,4103,tbd,4103,2015-02-03,1,3,2,2015,6,,,,18.0
4.0,0.0,2.0,2.0,4103,tbd,4103,2015-02-04,2,4,2,2015,6,,,,8.0
0.0,10.0,5.0,8.0,4103,tbd,4103,2015-02-05,3,5,2,2015,6,,,,23.0
0.0,3.5,2.0,2.0,4103,tbd,4103,2015-02-06,4,6,2,2015,6,,,,7.5
14.0,0.0,2.0,2.0,4103,tbd,4103,2015-02-07,5,7,2,2015,6,,,,18.0
0.0,2.0,0.0,4.0,4103,tbd,4103,2015-02-08,6,8,2,2015,6,,,,6.0
0.0,0.0,6.0,0.0,4103,tbd,4103,2015-02-09,0,9,2,2015,7,,,,6.0
2.0,0.0,6.0,2.0,4103,tbd,4103,2015-02-10,1,10,2,2015,7,,,,10.0
4.0,0.0,8.0,10.0,4103,tbd,4103,2015-02-11,2,11,2,2015,7,,,,22.0
2.0,4.0,14.0,0.0,4103,tbd,4103,2015-02-12,3,12,2,2015,7,,,,20.0
2.0,0.0,4.0,4.0,4103,tbd,4103,2015-02-13,4,13,2,2015,7,,,,10.0
6.0,6.0,6.0,0.0,4103,tbd,4103,2015-02-14,5,14,2,2015,7,,,,18.0
3.5,5.0,6.0,0.0,4103,tbd,4103,2015-02-15,6,15,2,2015,7,,,,14.5
0.0,0.0,4.0,0.0,4103,tbd,4103,2015-02-16,0,16,2,2015,8,,,,4.0
0.0,3.5,0.0,0.0,4103,tbd,4103,2015-02-17,1,17,2,2015,8,,,,3.5
2.0,0.0,0.0,0.0,4103,tbd,4103,2015-02-18,2,18,2,2015,8,7.0,-2.0,2.0,2.0
0.0,0.0,5.5,4.0,4103,tbd,4103,2015-02-19,3,19,2,2015,8,7.0,-2.0,2.0,9.5
0.0,0.0,10.0,4.0,4103,tbd,4103,2015-02-20,4,20,2,2015,8,7.0,-2.0,2.0,14.0
2.0,0.0,6.0,6.0,4103,tbd,4103,2015-02-21,5,21,2,2015,8,7.0,-2.0,2.0,14.0
4.0,2.0,12.0,0.0,4103,tbd,4103,2015-02-22,6,22,2,2015,8,7.0,-2.0,2.0,18.0
0.0,0.0,12.0,0.0,4103,tbd,4103,2015-02-23,0,23,2,2015,9,7.0,-2.0,2.0,12.0
4.0,0.0,10.0,0.0,4103,tbd,4103,2015-02-24,1,24,2,2015,9,7.0,-2.0,2.0,14.0
0.0,0.0,2.0,0.0,4103,tbd,4103,2015-02-25,2,25,2,2015,9,,,,2.0
0.0,2.0,9.5,0.0,4103,tbd,4103,2015-02-26,3,26,2,2015,9,,,,11.5
6.0,8.0,6.0,2.0,4103,tbd,4103,2015-02-27,4,27,2,2015,9,,,,22.0
4.0,4.0,1.5,2.0,4103,tbd,4103,2015-02-28,5,28,2,2015,9,,,,11.5
2.0,0.0,0.0,2.0,4103,tbd,4103,2015-03-01,6,1,3,2015,9,,,,4.0
0.0,2.0,12.5,0.0,4103,tbd,4103,2015-03-02,0,2,3,2015,10,,,,14.5
2.0,2.0,8.0,2.0,4103,tbd,4103,2015-03-03,1,3,3,2015,10,,,,14.0
14.0,0.0,0.0,2.0,4103,tbd,4103,2015-03-04,2,4,3,2015,10,,,,16.0
7.5,0.0,0.0,0.0,4103,tbd,4103,2015-03-05,3,5,3,2015,10,,,,7.5
12.0,2.0,10.0,8.0,4103,tbd,4103,2015-03-06,4,6,3,2015,10,,,,32.0
12.0,2.0,4.0,6.0,4103,tbd,4103,2015-03-07,5,7,3,2015,10,,,,24.0
5.5,1.5,2.0,2.0,4103,tbd,4103,2015-03-08,6,8,3,2015,10,,,,11.0
7.0,2.0,3.0,4.0,4103,tbd,4103,2015-03-09,0,9,3,2015,11,,,,16.0
17.5,0.0,2.0,0.0,4103,tbd,4103,2015-03-10,1,10,3,2015,11,,,,19.5
6.0,0.0,0.0,0.0,4103,tbd,4103,2015-03-11,2,11,3,2015,11,,,,6.0
6.0,14.0,0.0,0.0,4103,tbd,4103,2015-03-12,3,12,3,2015,11,,,,20.0
2.0,2.0,16.0,0.0,4103,tbd,4103,2015-03-13,4,13,3,2015,11,,,,20.0
2.0,4.0,34.0,2.0,4103,tbd,4103,2015-03-14,5,14,3,2015,11,,,,42.0
8.0,4.0,8.0,0.0,4103,tbd,4103,2015-03-15,6,15,3,2015,11,,,,20.0
4.0,4.0,0.0,0.0,4103,tbd,4103,2015-03-16,0,16,3,2015,12,,,,8.0
3.0,6.0,0.0,0.0,4103,tbd,4103,2015-03-17,1,17,3,2015,12,,,,9.0
0.0,3.0,0.0,0.0,4103,tbd,4103,2015-03-18,2,18,3,2015,12,,,,3.0
6.0,2.0,4.0,2.0,4103,tbd,4103,2015-03-19,3,19,3,2015,12,,,,14.0
6.0,0.0,0.0,4.0,4103,tbd,4103,2015-03-20,4,20,3,2015,12,,,,10.0
